,alias,multipleImage,weekday,numberLikesCategory,amount_relevant_tags,moving_avg,numberPosts,numberFollowers,numberFollowing,website_available
6231,williamjardell,False,Thursday,5,1,6679.8,1002,221985,2860,1
6232,williamjardell,False,Tuesday,5,0,4815.2,1002,221985,2860,1
6233,williamjardell,False,Saturday,5,0,4752.2,1002,221985,2860,1
6234,williamjardell,False,Sunday,5,0,6708.4,1002,221985,2860,1
6235,williamjardell,False,Monday,5,2,5491.2,1002,221985,2860,1
6236,williamjardell,False,Monday,5,2,5491.2,1002,221985,2860,1
6238,williamjardell,False,Tuesday,4,0,4927.4,1002,221985,2860,1
6240,missphitran,False,Sunday,6,0,5795.0,207,237393,32,1
6241,missphitran,False,Wednesday,6,0,5737.8,207,237393,32,1
6242,missphitran,False,Thursday,6,0,5570.4,207,237393,32,1
6244,missphitran,False,Friday,5,0,3923.0,207,237393,32,1
6245,missphitran,False,Wednesday,5,0,4099.4,207,237393,32,1
6248,missphitran,True,Sunday,5,0,5795.0,207,237393,32,1
6249,missphitran,True,Sunday,4,0,3839.4,207,237393,32,1
6250,missphitran,False,Sunday,4,0,5795.0,207,237393,32,1
6252,missphitran,True,Sunday,4,0,4432.2,207,237393,32,1
6253,missphitran,True,Friday,4,0,4898.6,207,237393,32,1
6254,missphitran,True,Sunday,3,0,4432.2,207,237393,32,1
6255,missphitran,False,Sunday,1,0,3839.4,207,237393,32,1
6256,lioninthewild,False,Sunday,8,0,6535.4,1512,176212,1016,1
6257,lioninthewild,False,Wednesday,8,0,5829.2,1512,176212,1016,1
6258,lioninthewild,False,Sunday,7,0,6535.4,1512,176212,1016,1
6259,lioninthewild,False,Saturday,7,0,7054.2,1512,176212,1016,1
6260,lioninthewild,False,Friday,7,0,6576.2,1512,176212,1016,1
6261,lioninthewild,False,Thursday,7,0,6447.8,1512,176212,1016,1
6265,lioninthewild,False,Wednesday,6,0,5829.2,1512,176212,1016,1
6267,lioninthewild,False,Saturday,6,0,7054.2,1512,176212,1016,1
6268,lioninthewild,False,Thursday,5,0,6447.8,1512,176212,1016,1
6271,lioninthewild,False,Sunday,5,0,6535.4,1512,176212,1016,1
6272,lioninthewild,False,Sunday,4,0,6535.4,1512,176212,1016,1
6273,louisdarcis,False,Monday,8,0,6024.6,405,190864,123,1
6274,louisdarcis,False,Saturday,7,0,6780.8,405,190864,123,1
6275,louisdarcis,False,Tuesday,7,0,6743.2,405,190864,123,1
6278,louisdarcis,False,Friday,6,0,6653.0,405,190864,123,1
6279,louisdarcis,False,Sunday,6,0,6652.0,405,190864,123,1
6280,louisdarcis,False,Friday,6,0,6519.2,405,190864,123,1
6281,louisdarcis,False,Wednesday,6,0,6165.2,405,190864,123,1
6282,louisdarcis,False,Saturday,6,0,6780.8,405,190864,123,1
6283,louisdarcis,False,Saturday,6,0,6679.6,405,190864,123,1
6284,louisdarcis,False,Wednesday,6,0,6165.2,405,190864,123,1
6287,louisdarcis,False,Wednesday,6,0,6866.2,405,190864,123,1
6289,louisdarcis,False,Sunday,5,0,6502.2,405,190864,123,1
6290,ernandaputra,False,Sunday,8,0,5293.8,2857,531762,369,1
6292,ernandaputra,False,Saturday,7,0,5349.8,2857,531762,369,1
6294,ernandaputra,False,Sunday,7,0,7267.4,2857,531762,369,1
6296,ernandaputra,False,Friday,7,0,7557.4,2857,531762,369,1
6297,ernandaputra,False,Sunday,7,0,7267.4,2857,531762,369,1
6299,ernandaputra,False,Tuesday,6,0,5379.8,2857,531762,369,1
6302,ernandaputra,False,Tuesday,6,0,7302.2,2857,531762,369,1
6303,ernandaputra,False,Friday,6,0,7557.4,2857,531762,369,1
6304,ernandaputra,False,Saturday,5,0,5349.8,2857,531762,369,1
6305,ernandaputra,False,Saturday,4,0,6567.2,2857,531762,369,1
6306,ernandaputra,False,Sunday,3,0,6184.4,2857,531762,369,1
6307,sherifartisan,False,Wednesday,8,0,4906.0,478,190865,88,1
6308,sherifartisan,False,Monday,6,0,3076.4,478,190865,88,1
6309,sherifartisan,False,Thursday,6,0,2480.4,478,190865,88,1
6310,sherifartisan,False,Thursday,5,0,4504.8,478,190865,88,1
6311,sherifartisan,False,Saturday,5,0,4964.0,478,190865,88,1
6312,sherifartisan,False,Saturday,5,0,3907.6,478,190865,88,1
6314,sherifartisan,False,Wednesday,3,0,2378.2,478,190865,88,1
6315,sherifartisan,False,Friday,3,0,3809.0,478,190865,88,1
6316,sherifartisan,False,Thursday,3,0,2590.6,478,190865,88,1
6319,sherifartisan,False,Wednesday,3,0,2492.6,478,190865,88,1
6321,sherifartisan,False,Monday,2,0,2532.2,478,190865,88,1
6322,sherifartisan,False,Monday,2,0,2608.4,478,190865,88,1
6324,mo,False,Monday,8,0,6792.4,2274,678839,1484,1
6325,mo,False,Monday,7,0,5907.0,2274,678839,1484,1
6326,mo,False,Saturday,7,0,5542.6,2274,678839,1484,1
6328,mo,False,Wednesday,6,0,6576.4,2274,678839,1484,1
6332,mo,False,Tuesday,6,0,5662.0,2274,678839,1484,1
6333,mo,True,Sunday,6,0,5976.4,2274,678839,1484,1
6334,mo,False,Tuesday,6,0,5898.0,2274,678839,1484,1
6335,mo,False,Sunday,5,0,6974.0,2274,678839,1484,1
6336,mo,False,Monday,5,0,6422.4,2274,678839,1484,1
6337,mo,False,Thursday,5,0,7083.2,2274,678839,1484,1
6339,mo,False,Thursday,3,0,5799.8,2274,678839,1484,1
6340,mo,False,Tuesday,3,0,6976.0,2274,678839,1484,1
6341,fozaza,False,Friday,8,0,6090.4,8610,537565,333,1
6343,fozaza,False,Saturday,7,0,5892.0,8610,537565,333,1
6344,fozaza,False,Monday,7,3,6547.6,8610,537565,333,1
6345,fozaza,False,Sunday,7,0,6384.6,8610,537565,333,1
6346,fozaza,False,Tuesday,7,0,6641.2,8610,537565,333,1
6348,fozaza,False,Sunday,6,0,6384.6,8610,537565,333,1
6349,fozaza,False,Wednesday,6,4,6942.4,8610,537565,333,1
6350,fozaza,False,Saturday,6,0,5689.2,8610,537565,333,1
6352,fozaza,False,Saturday,6,0,5892.0,8610,537565,333,1
6354,fozaza,False,Sunday,5,0,5453.6,8610,537565,333,1
6355,fozaza,False,Thursday,4,3,6620.0,8610,537565,333,1
6357,fozaza,False,Friday,3,1,6090.4,8610,537565,333,1
6358,vegan,False,Saturday,8,0,5736.6,856,629540,623,1
6361,vegan,False,Tuesday,7,1,6356.4,856,629540,623,1
6362,vegan,False,Saturday,7,0,6002.8,856,629540,623,1
6363,vegan,False,Saturday,6,1,5736.6,856,629540,623,1
6365,vegan,False,Friday,6,2,5332.4,856,629540,623,1
6367,vegan,False,Saturday,6,0,5736.6,856,629540,623,1
6368,vegan,False,Friday,6,1,6258.6,856,629540,623,1
6369,vegan,False,Thursday,5,2,6141.2,856,629540,623,1
6372,vegan,False,Tuesday,4,2,6356.4,856,629540,623,1
6373,vegan,False,Monday,4,2,6485.2,856,629540,623,1
6376,sarahpour,False,Monday,7,0,6004.8,210,138445,68,0
6378,sarahpour,False,Wednesday,6,0,5583.2,210,138445,68,0
6379,sarahpour,False,Sunday,6,0,5728.4,210,138445,68,0
6381,sarahpour,False,Monday,6,0,5840.0,210,138445,68,0
6382,sarahpour,False,Monday,6,0,5785.0,210,138445,68,0
6383,sarahpour,False,Sunday,5,0,4078.4,210,138445,68,0
6385,sarahpour,False,Thursday,5,0,4332.0,210,138445,68,0
6386,sarahpour,False,Tuesday,5,0,4684.6,210,138445,68,0
6387,sarahpour,False,Saturday,5,0,5615.6,210,138445,68,0
6388,sarahpour,False,Tuesday,5,0,4339.6,210,138445,68,0
6389,sarahpour,False,Wednesday,4,0,5777.2,210,138445,68,0
6390,sarahpour,False,Monday,4,0,5396.0,210,138445,68,0
6393,keiyamazaki,False,Wednesday,7,0,7366.4,1470,592375,205,1
6394,keiyamazaki,False,Saturday,7,0,7736.6,1470,592375,205,1
6395,keiyamazaki,False,Tuesday,7,0,7582.0,1470,592375,205,1
6396,keiyamazaki,False,Sunday,7,0,7584.4,1470,592375,205,1
6398,keiyamazaki,False,Friday,7,0,7310.2,1470,592375,205,1
6399,keiyamazaki,False,Tuesday,7,0,7582.0,1470,592375,205,1
6400,keiyamazaki,False,Sunday,7,0,7499.2,1470,592375,205,1
6401,keiyamazaki,False,Sunday,7,0,8258.4,1470,592375,205,1
6403,keiyamazaki,False,Tuesday,7,0,7844.0,1470,592375,205,1
6405,keiyamazaki,False,Tuesday,6,0,7582.0,1470,592375,205,1
6406,keiyamazaki,False,Sunday,6,0,8258.4,1470,592375,205,1
6408,keiyamazaki,False,Thursday,6,0,7344.0,1470,592375,205,1
6410,conrad_anker,False,Tuesday,7,0,4375.8,811,186789,740,0
6411,conrad_anker,False,Tuesday,6,1,5739.2,811,186789,740,0
6412,conrad_anker,False,Sunday,6,1,4345.4,811,186789,740,0
6414,conrad_anker,False,Sunday,5,0,4345.4,811,186789,740,0
6415,conrad_anker,True,Monday,5,0,5655.4,811,186789,740,0
6416,conrad_anker,False,Sunday,5,0,5235.4,811,186789,740,0
6417,conrad_anker,False,Friday,5,0,4418.4,811,186789,740,0
6420,conrad_anker,False,Sunday,4,0,4345.4,811,186789,740,0
6421,conrad_anker,False,Sunday,4,0,5925.8,811,186789,740,0
6422,conrad_anker,False,Sunday,4,0,5108.8,811,186789,740,0
6424,conrad_anker,False,Friday,3,0,5606.4,811,186789,740,0
6425,conrad_anker,False,Tuesday,2,0,4804.2,811,186789,740,0
6426,stylebook_,False,Thursday,8,0,5059.4,2519,713015,121,0
6428,stylebook_,False,Thursday,7,0,5059.4,2519,713015,121,0
6430,stylebook_,False,Friday,6,0,6712.8,2519,713015,121,0
6431,stylebook_,False,Monday,6,0,4520.4,2519,713015,121,0
6432,stylebook_,False,Wednesday,6,0,4589.8,2519,713015,121,0
6433,stylebook_,False,Saturday,5,0,6351.4,2519,713015,121,0
6434,stylebook_,False,Sunday,5,0,6224.0,2519,713015,121,0
6436,stylebook_,False,Saturday,5,0,5515.8,2519,713015,121,0
6437,stylebook_,False,Tuesday,5,0,4340.0,2519,713015,121,0
6438,stylebook_,False,Sunday,4,0,4705.4,2519,713015,121,0
6441,stylebook_,False,Sunday,3,0,6224.0,2519,713015,121,0
6442,stylebook_,False,Friday,2,0,6712.8,2519,713015,121,0
6443,prettyfrowns,False,Saturday,8,0,6394.4,1182,214174,369,1
6444,prettyfrowns,False,Friday,7,0,6044.0,1182,214174,369,1
6445,prettyfrowns,False,Friday,7,0,6044.0,1182,214174,369,1
6446,prettyfrowns,False,Wednesday,7,0,5376.8,1182,214174,369,1
6447,prettyfrowns,False,Wednesday,7,0,5376.8,1182,214174,369,1
6448,prettyfrowns,False,Tuesday,6,0,5272.4,1182,214174,369,1
6449,prettyfrowns,False,Saturday,6,0,6394.4,1182,214174,369,1
6452,prettyfrowns,False,Sunday,6,0,7216.6,1182,214174,369,1
6454,prettyfrowns,False,Thursday,5,0,6298.0,1182,214174,369,1
6457,prettyfrowns,False,Tuesday,5,0,5272.4,1182,214174,369,1
6458,prettyfrowns,False,Sunday,5,0,7216.6,1182,214174,369,1
6459,prettyfrowns,False,Thursday,4,0,6298.0,1182,214174,369,1
6460,anniksas,False,Thursday,8,0,7631.8,1038,129147,210,1
6463,anniksas,False,Tuesday,7,2,8245.0,1038,129147,210,1
6465,anniksas,False,Wednesday,7,0,8079.4,1038,129147,210,1
6466,anniksas,False,Friday,7,0,7088.4,1038,129147,210,1
6467,anniksas,False,Friday,7,0,7088.4,1038,129147,210,1
6468,anniksas,False,Friday,7,0,8204.2,1038,129147,210,1
6470,anniksas,False,Wednesday,7,0,7768.6,1038,129147,210,1
6471,anniksas,False,Wednesday,7,0,8079.4,1038,129147,210,1
6472,anniksas,False,Tuesday,6,0,8245.0,1038,129147,210,1
6473,anniksas,False,Wednesday,6,0,7768.6,1038,129147,210,1
6475,anniksas,False,Sunday,6,0,7633.0,1038,129147,210,1
6476,anniksas,False,Tuesday,6,1,8245.0,1038,129147,210,1
6479,christinabiluca,False,Tuesday,7,1,6503.2,2330,191127,673,1
6481,christinabiluca,False,Monday,6,1,6548.4,2330,191127,673,1
6483,christinabiluca,False,Sunday,6,2,6987.6,2330,191127,673,1
6484,christinabiluca,False,Wednesday,6,0,5909.6,2330,191127,673,1
6485,christinabiluca,False,Sunday,6,1,4819.8,2330,191127,673,1
6486,christinabiluca,False,Saturday,6,2,5115.8,2330,191127,673,1
6487,christinabiluca,False,Thursday,6,1,5248.4,2330,191127,673,1
6488,christinabiluca,False,Sunday,6,1,6987.6,2330,191127,673,1
6490,christinabiluca,False,Friday,5,1,5049.4,2330,191127,673,1
6491,christinabiluca,False,Tuesday,5,0,6503.2,2330,191127,673,1
6492,christinabiluca,False,Sunday,4,1,4819.8,2330,191127,673,1
6493,christinabiluca,False,Wednesday,3,0,5909.6,2330,191127,673,1
6496,hotelsandresorts,False,Friday,6,0,5588.6,1949,319511,152,0
6498,hotelsandresorts,False,Saturday,6,0,5511.4,1949,319511,152,0
6499,hotelsandresorts,False,Wednesday,6,0,6368.6,1949,319511,152,0
6500,hotelsandresorts,False,Sunday,6,0,5160.4,1949,319511,152,0
6501,hotelsandresorts,False,Thursday,6,0,6788.8,1949,319511,152,0
6502,hotelsandresorts,False,Friday,6,0,5588.6,1949,319511,152,0
6503,hotelsandresorts,False,Thursday,6,0,6788.8,1949,319511,152,0
6504,hotelsandresorts,False,Wednesday,5,0,6368.6,1949,319511,152,0
6506,hotelsandresorts,False,Thursday,5,0,6788.8,1949,319511,152,0
6507,hotelsandresorts,False,Wednesday,5,0,6368.6,1949,319511,152,0
6508,hotelsandresorts,False,Friday,4,0,5588.6,1949,319511,152,0
6509,hotelsandresorts,False,Saturday,3,0,5511.4,1949,319511,152,0
6511,lane_toran,False,Tuesday,8,3,5069.2,373,174739,229,1
6512,lane_toran,False,Tuesday,7,0,5797.2,373,174739,229,1
6513,lane_toran,False,Thursday,6,0,5270.4,373,174739,229,1
6514,lane_toran,False,Saturday,6,0,5045.6,373,174739,229,1
6515,lane_toran,False,Saturday,6,0,5926.2,373,174739,229,1
6518,lane_toran,False,Monday,5,0,5046.2,373,174739,229,1
6521,lane_toran,False,Tuesday,5,0,6115.8,373,174739,229,1
6522,lane_toran,False,Thursday,5,2,5012.2,373,174739,229,1
6523,lane_toran,False,Tuesday,5,0,6283.0,373,174739,229,1
6525,lane_toran,False,Tuesday,4,0,5111.2,373,174739,229,1
6526,lane_toran,False,Sunday,4,0,6499.0,373,174739,229,1
6527,lane_toran,False,Sunday,3,0,5472.4,373,174739,229,1
6529,kelsrfloyd,False,Saturday,8,0,6345.2,1510,295141,412,1
6531,kelsrfloyd,False,Thursday,7,0,6577.6,1510,295141,412,1
6534,kelsrfloyd,False,Thursday,6,0,6577.6,1510,295141,412,1
6535,kelsrfloyd,False,Wednesday,6,0,6724.0,1510,295141,412,1
6536,kelsrfloyd,False,Sunday,6,0,6927.2,1510,295141,412,1
6537,kelsrfloyd,False,Thursday,6,0,6577.6,1510,295141,412,1
6539,kelsrfloyd,False,Thursday,5,0,6577.6,1510,295141,412,1
6542,kelsrfloyd,False,Sunday,3,0,6927.2,1510,295141,412,1
6543,kelsrfloyd,False,Sunday,2,0,6927.2,1510,295141,412,1
6544,kelsrfloyd,False,Sunday,1,0,6927.2,1510,295141,412,1
6545,audi_obsession,False,Wednesday,8,0,3979.6,2381,132612,116,1
6548,audi_obsession,False,Friday,6,0,5073.4,2381,132612,116,1
6550,audi_obsession,False,Tuesday,5,0,4164.4,2381,132612,116,1
6551,audi_obsession,False,Monday,5,0,4710.0,2381,132612,116,1
6552,audi_obsession,False,Saturday,5,0,5330.4,2381,132612,116,1
6553,audi_obsession,False,Sunday,4,0,4388.2,2381,132612,116,1
6555,audi_obsession,False,Tuesday,4,0,4164.4,2381,132612,116,1
6556,audi_obsession,False,Thursday,4,0,5003.0,2381,132612,116,1
6557,audi_obsession,False,Saturday,4,0,4843.8,2381,132612,116,1
6558,audi_obsession,False,Monday,3,0,4710.0,2381,132612,116,1
6559,audi_obsession,False,Saturday,3,0,5330.4,2381,132612,116,1
6560,audi_obsession,False,Sunday,3,0,5117.2,2381,132612,116,1
6563,ygolsharifi,False,Tuesday,7,0,5543.6,2991,855195,916,1
6565,ygolsharifi,False,Friday,7,0,5355.8,2991,855195,916,1
6566,ygolsharifi,False,Thursday,7,0,6492.2,2991,855195,916,1
6567,ygolsharifi,False,Saturday,7,0,6218.2,2991,855195,916,1
6568,ygolsharifi,False,Monday,6,0,5980.8,2991,855195,916,1
6570,ygolsharifi,False,Wednesday,6,0,5411.2,2991,855195,916,1
6571,ygolsharifi,True,Friday,6,0,5355.8,2991,855195,916,1
6572,ygolsharifi,False,Monday,6,0,5980.8,2991,855195,916,1
6574,ygolsharifi,True,Friday,5,0,5355.8,2991,855195,916,1
6575,ygolsharifi,False,Saturday,4,0,6218.2,2991,855195,916,1
6576,ygolsharifi,False,Thursday,3,0,6492.2,2991,855195,916,1
6577,ygolsharifi,False,Tuesday,3,0,5543.6,2991,855195,916,1
6579,mauricetravelphotos,False,Thursday,8,0,5541.8,1376,503486,34,1
6580,mauricetravelphotos,False,Wednesday,7,0,6415.4,1376,503486,34,1
6584,mauricetravelphotos,False,Saturday,7,0,6565.8,1376,503486,34,1
6585,mauricetravelphotos,False,Friday,7,0,6713.8,1376,503486,34,1
6586,mauricetravelphotos,False,Saturday,6,0,5944.6,1376,503486,34,1
6587,mauricetravelphotos,False,Sunday,6,0,6932.6,1376,503486,34,1
6588,mauricetravelphotos,False,Wednesday,6,0,6415.4,1376,503486,34,1
6589,mauricetravelphotos,False,Thursday,6,0,7111.6,1376,503486,34,1
6590,mauricetravelphotos,False,Tuesday,6,0,6099.8,1376,503486,34,1
6591,mauricetravelphotos,False,Tuesday,6,0,5886.4,1376,503486,34,1
6592,mauricetravelphotos,False,Tuesday,5,0,6099.8,1376,503486,34,1
6593,mauricetravelphotos,False,Monday,4,0,6988.2,1376,503486,34,1
6596,carlosestini,False,Thursday,8,0,7125.8,2074,163820,419,1
6598,carlosestini,False,Monday,7,0,7661.4,2074,163820,419,1
6601,carlosestini,False,Wednesday,7,0,5576.8,2074,163820,419,1
6602,carlosestini,False,Thursday,7,0,7125.8,2074,163820,419,1
6605,carlosestini,False,Tuesday,6,0,6093.0,2074,163820,419,1
6606,carlosestini,False,Sunday,6,0,5666.4,2074,163820,419,1
6607,carlosestini,False,Wednesday,6,0,7463.6,2074,163820,419,1
6608,carlosestini,False,Friday,6,0,7600.4,2074,163820,419,1
6609,carlosestini,False,Friday,6,0,7600.4,2074,163820,419,1
6610,carlosestini,False,Sunday,6,0,6476.2,2074,163820,419,1
6611,carlosestini,False,Saturday,5,0,6702.4,2074,163820,419,1
6612,carlosestini,False,Saturday,4,0,5983.0,2074,163820,419,1
6615,chiliphilly,False,Saturday,7,0,7853.6,126,140984,561,1
6619,chiliphilly,False,Friday,6,0,8001.0,126,140984,561,1
6620,chiliphilly,False,Thursday,5,0,7684.0,126,140984,561,1
6621,chiliphilly,False,Saturday,5,0,6896.0,126,140984,561,1
6622,chiliphilly,False,Wednesday,5,0,6344.8,126,140984,561,1
6623,chiliphilly,False,Friday,4,0,3974.2,126,140984,561,1
6624,chiliphilly,False,Sunday,4,0,5533.4,126,140984,561,1
6625,chiliphilly,False,Sunday,4,0,2803.0,126,140984,561,1
6626,chiliphilly,False,Monday,3,0,3282.4,126,140984,561,1
6627,chiliphilly,False,Tuesday,3,0,3675.6,126,140984,561,1
6628,chiliphilly,False,Tuesday,3,1,2971.4,126,140984,561,1
6629,chiliphilly,False,Tuesday,3,0,4631.6,126,140984,561,1
6630,rezaphotography,False,Wednesday,8,3,5285.8,682,179496,397,1
6631,rezaphotography,False,Monday,7,4,4536.8,682,179496,397,1
6633,rezaphotography,False,Wednesday,7,7,5755.2,682,179496,397,1
6634,rezaphotography,False,Friday,7,5,6036.4,682,179496,397,1
6635,rezaphotography,False,Monday,6,5,6163.2,682,179496,397,1
6636,rezaphotography,False,Sunday,6,7,4247.4,682,179496,397,1
6639,rezaphotography,False,Friday,5,3,4943.2,682,179496,397,1
6640,rezaphotography,False,Thursday,5,5,5053.6,682,179496,397,1
6642,rezaphotography,False,Sunday,4,3,5548.0,682,179496,397,1
6643,rezaphotography,False,Sunday,4,4,6520.0,682,179496,397,1
6645,rezaphotography,False,Saturday,4,5,5396.0,682,179496,397,1
6646,rezaphotography,False,Thursday,3,1,6394.0,682,179496,397,1
6649,menwithfootwear,False,Thursday,7,0,7559.8,2349,770455,8,1
6651,menwithfootwear,False,Saturday,6,0,5629.6,2349,770455,8,1
6652,menwithfootwear,False,Friday,6,0,6608.8,2349,770455,8,1
6653,menwithfootwear,False,Saturday,6,0,5629.6,2349,770455,8,1
6656,menwithfootwear,False,Saturday,6,0,5629.6,2349,770455,8,1
6657,menwithfootwear,False,Sunday,6,0,5856.6,2349,770455,8,1
6658,menwithfootwear,False,Thursday,5,0,7559.8,2349,770455,8,1
6659,menwithfootwear,False,Thursday,5,0,7559.8,2349,770455,8,1
6660,menwithfootwear,False,Friday,5,0,6608.8,2349,770455,8,1
6661,menwithfootwear,False,Sunday,5,0,5856.6,2349,770455,8,1
6662,menwithfootwear,False,Friday,4,0,6608.8,2349,770455,8,1
6664,kitkat_ch,False,Wednesday,7,0,6914.0,1948,211497,511,1
6666,kitkat_ch,False,Monday,7,0,6826.4,1948,211497,511,1
6667,kitkat_ch,False,Sunday,7,0,7098.6,1948,211497,511,1
6669,kitkat_ch,False,Thursday,7,0,5926.8,1948,211497,511,1
6670,kitkat_ch,False,Tuesday,7,0,7205.2,1948,211497,511,1
6671,kitkat_ch,False,Sunday,6,0,6788.2,1948,211497,511,1
6674,kitkat_ch,False,Sunday,6,0,6839.2,1948,211497,511,1
6675,kitkat_ch,False,Wednesday,6,0,6584.0,1948,211497,511,1
6676,kitkat_ch,False,Saturday,6,1,6337.4,1948,211497,511,1
6678,kitkat_ch,False,Thursday,5,0,7382.2,1948,211497,511,1
6679,kitkat_ch,False,Thursday,5,0,7642.4,1948,211497,511,1
6680,kitkat_ch,False,Sunday,5,0,5880.6,1948,211497,511,1
6681,angela_mazzanti,False,Tuesday,7,0,3589.4,963,374359,3482,1
6682,angela_mazzanti,False,Thursday,6,0,5100.6,963,374359,3482,1
6683,angela_mazzanti,False,Sunday,6,0,3707.4,963,374359,3482,1
6685,angela_mazzanti,False,Tuesday,6,0,3589.4,963,374359,3482,1
6686,angela_mazzanti,False,Wednesday,6,0,5142.6,963,374359,3482,1
6687,angela_mazzanti,False,Thursday,5,0,5100.6,963,374359,3482,1
6690,angela_mazzanti,False,Friday,5,0,3982.4,963,374359,3482,1
6691,angela_mazzanti,False,Sunday,3,0,3707.4,963,374359,3482,1
6692,angela_mazzanti,False,Thursday,3,0,5100.6,963,374359,3482,1
6695,angela_mazzanti,False,Monday,1,0,3750.8,963,374359,3482,1
6696,angela_mazzanti,False,Sunday,1,0,3707.4,963,374359,3482,1
6697,angela_mazzanti,False,Thursday,1,0,5100.6,963,374359,3482,1
6698,cactusmagazine,False,Friday,7,0,4787.8,2128,150468,180,1
6700,cactusmagazine,False,Wednesday,7,0,4993.0,2128,150468,180,1
6701,cactusmagazine,False,Sunday,6,0,5442.4,2128,150468,180,1
6703,cactusmagazine,False,Saturday,6,0,5232.6,2128,150468,180,1
6704,cactusmagazine,False,Saturday,6,0,5232.6,2128,150468,180,1
6705,cactusmagazine,False,Wednesday,5,0,4993.0,2128,150468,180,1
6707,cactusmagazine,False,Wednesday,5,0,4993.0,2128,150468,180,1
6708,cactusmagazine,False,Thursday,5,0,5031.2,2128,150468,180,1
6709,cactusmagazine,False,Sunday,4,0,5442.4,2128,150468,180,1
6711,cactusmagazine,False,Friday,3,0,4787.8,2128,150468,180,1
6712,cactusmagazine,False,Thursday,3,0,5031.2,2128,150468,180,1
6714,cactusmagazine,False,Sunday,2,0,5442.4,2128,150468,180,1
6715,tetongravity,False,Thursday,7,0,4885.8,2180,248812,685,1
6717,tetongravity,True,Wednesday,7,0,4974.2,2180,248812,685,1
6718,tetongravity,False,Tuesday,6,0,4624.4,2180,248812,685,1
6719,tetongravity,False,Thursday,6,1,5422.6,2180,248812,685,1
6720,tetongravity,False,Wednesday,5,0,4974.2,2180,248812,685,1
6722,tetongravity,False,Saturday,5,0,5513.8,2180,248812,685,1
6723,tetongravity,False,Thursday,5,0,4885.8,2180,248812,685,1
6724,tetongravity,False,Sunday,5,0,5434.8,2180,248812,685,1
6725,tetongravity,False,Saturday,5,0,5461.2,2180,248812,685,1
6726,tetongravity,False,Sunday,5,0,5062.2,2180,248812,685,1
6729,tetongravity,False,Tuesday,4,0,4624.4,2180,248812,685,1
6730,tetongravity,False,Thursday,4,0,5422.6,2180,248812,685,1
6732,brightonkeller,False,Saturday,7,0,5015.8,3788,245300,979,1
6733,brightonkeller,False,Tuesday,7,0,5315.6,3788,245300,979,1
6735,brightonkeller,False,Monday,7,0,5378.8,3788,245300,979,1
6736,brightonkeller,False,Wednesday,6,2,5854.4,3788,245300,979,1
6737,brightonkeller,False,Friday,6,0,6141.0,3788,245300,979,1
6738,brightonkeller,False,Monday,6,0,5378.8,3788,245300,979,1
6739,brightonkeller,False,Wednesday,5,0,5854.4,3788,245300,979,1
6742,brightonkeller,False,Sunday,5,1,5757.2,3788,245300,979,1
6743,brightonkeller,False,Thursday,5,0,6220.4,3788,245300,979,1
6746,brightonkeller,False,Sunday,5,0,5757.2,3788,245300,979,1
6748,brightonkeller,False,Friday,4,0,6141.0,3788,245300,979,1
6750,sarabuho,False,Friday,7,0,5599.4,1014,135201,406,1
6752,sarabuho,False,Monday,6,0,6217.0,1014,135201,406,1
6753,sarabuho,False,Monday,6,0,6217.0,1014,135201,406,1
6755,sarabuho,False,Wednesday,6,0,5526.8,1014,135201,406,1
6756,sarabuho,False,Thursday,6,0,5563.8,1014,135201,406,1
6757,sarabuho,False,Sunday,6,0,6129.6,1014,135201,406,1
6758,sarabuho,False,Sunday,6,0,6129.6,1014,135201,406,1
6759,sarabuho,False,Saturday,6,0,5575.4,1014,135201,406,1
6760,sarabuho,False,Thursday,6,0,5466.6,1014,135201,406,1
6765,sarabuho,False,Tuesday,4,0,6264.4,1014,135201,406,1
6766,emilyschuman,False,Sunday,7,0,4958.6,2658,398279,296,1
6767,emilyschuman,False,Wednesday,7,0,5615.6,2658,398279,296,1
6769,emilyschuman,False,Monday,6,0,4871.8,2658,398279,296,1
6770,emilyschuman,False,Saturday,6,0,4745.6,2658,398279,296,1
6771,emilyschuman,False,Friday,6,0,5531.4,2658,398279,296,1
6772,emilyschuman,False,Saturday,6,0,4745.6,2658,398279,296,1
6774,emilyschuman,False,Tuesday,6,0,5619.0,2658,398279,296,1
6775,emilyschuman,False,Monday,6,0,4871.8,2658,398279,296,1
6778,emilyschuman,False,Thursday,4,0,5867.0,2658,398279,296,1
6779,emilyschuman,False,Saturday,4,0,4745.6,2658,398279,296,1
6780,emilyschuman,False,Wednesday,4,0,5615.6,2658,398279,296,1
6782,emilyschuman,False,Friday,2,0,5531.4,2658,398279,296,1
6784,digernes,False,Sunday,7,0,5498.8,565,170612,191,1
6785,digernes,False,Wednesday,7,0,5189.6,565,170612,191,1
6787,digernes,False,Sunday,6,0,4166.0,565,170612,191,1
6789,digernes,False,Thursday,6,0,3896.8,565,170612,191,1
6791,digernes,False,Thursday,5,0,5247.6,565,170612,191,1
6793,digernes,False,Thursday,5,0,5938.2,565,170612,191,1
6794,digernes,False,Thursday,5,0,6370.4,565,170612,191,1
6795,digernes,False,Sunday,5,0,5045.6,565,170612,191,1
6796,digernes,False,Sunday,5,0,5296.2,565,170612,191,1
6797,digernes,False,Saturday,3,0,5831.8,565,170612,191,1
