,alias,multipleImage,weekday,numberLikesCategory,amount_relevant_tags,moving_avg,numberPosts,numberFollowers,numberFollowing,website_available
1747,newdarlings,False,Sunday,8,0,17870.4,1081,358108,479,1
1749,newdarlings,False,Saturday,7,0,13579.2,1081,358108,479,1
1750,newdarlings,False,Sunday,7,0,11898.6,1081,358108,479,1
1751,mikeleceppi,False,Monday,10,0,15649.6,196,617259,140,1
1752,mikeleceppi,False,Thursday,10,3,16598.2,196,617259,140,1
1753,mikeleceppi,False,Thursday,10,4,11848.8,196,617259,140,1
1754,mikeleceppi,False,Tuesday,10,2,13846.2,196,617259,140,1
1756,mikeleceppi,False,Wednesday,9,4,18906.8,196,617259,140,1
1757,mikeleceppi,False,Wednesday,9,0,18822.0,196,617259,140,1
1758,mikeleceppi,False,Saturday,9,3,17647.4,196,617259,140,1
1759,mikeleceppi,False,Saturday,9,1,18235.4,196,617259,140,1
1760,mikeleceppi,False,Friday,9,0,18078.2,196,617259,140,1
1763,mikeleceppi,False,Thursday,8,0,11414.6,196,617259,140,1
1764,mikeleceppi,False,Monday,8,0,12858.6,196,617259,140,1
1766,mikeleceppi,False,Monday,8,1,13997.0,196,617259,140,1
1768,coryrichards,False,Wednesday,10,0,12141.0,467,908914,298,1
1769,coryrichards,False,Wednesday,10,0,15890.8,467,908914,298,1
1770,coryrichards,False,Friday,10,0,16065.4,467,908914,298,1
1772,coryrichards,False,Saturday,10,0,15641.4,467,908914,298,1
1773,coryrichards,False,Saturday,9,0,15149.0,467,908914,298,1
1774,coryrichards,False,Monday,9,0,15477.8,467,908914,298,1
1777,coryrichards,False,Monday,9,0,16193.4,467,908914,298,1
1778,coryrichards,False,Thursday,9,0,14717.8,467,908914,298,1
1779,coryrichards,False,Thursday,9,0,18696.0,467,908914,298,1
1781,coryrichards,False,Wednesday,7,0,16925.2,467,908914,298,1
1784,coryrichards,False,Saturday,7,0,12229.4,467,908914,298,1
1785,chloeszep,False,Wednesday,10,0,17385.8,1387,337947,628,1
1786,chloeszep,False,Monday,10,0,16521.4,1387,337947,628,1
1787,chloeszep,False,Thursday,10,0,16720.4,1387,337947,628,1
1788,chloeszep,False,Sunday,10,0,18652.0,1387,337947,628,1
1790,chloeszep,False,Friday,10,0,17236.0,1387,337947,628,1
1792,chloeszep,False,Tuesday,10,0,16389.2,1387,337947,628,1
1793,chloeszep,False,Thursday,10,0,18794.2,1387,337947,628,1
1794,chloeszep,False,Friday,9,0,17653.6,1387,337947,628,1
1797,chloeszep,False,Thursday,9,0,16720.4,1387,337947,628,1
1798,chloeszep,False,Thursday,9,0,16720.4,1387,337947,628,1
1799,chloeszep,False,Sunday,9,0,17826.8,1387,337947,628,1
1800,chloeszep,False,Thursday,8,0,18794.2,1387,337947,628,1
1806,dani_thorne,False,Tuesday,9,0,10647.8,3436,438385,397,1
1807,dani_thorne,False,Friday,9,0,16154.0,3436,438385,397,1
1808,dani_thorne,False,Monday,9,0,12454.8,3436,438385,397,1
1809,dani_thorne,False,Saturday,9,0,11378.2,3436,438385,397,1
1810,dani_thorne,True,Wednesday,9,0,10929.6,3436,438385,397,1
1811,dani_thorne,False,Saturday,8,0,16590.0,3436,438385,397,1
1813,dani_thorne,False,Thursday,8,0,11895.0,3436,438385,397,1
1814,dani_thorne,False,Saturday,8,0,11315.0,3436,438385,397,1
1815,dani_thorne,True,Sunday,8,0,15105.4,3436,438385,397,1
1816,dani_thorne,False,Tuesday,8,0,11396.8,3436,438385,397,1
1817,dani_thorne,False,Sunday,7,0,10957.0,3436,438385,397,1
1818,dani_thorne,False,Wednesday,7,0,18555.0,3436,438385,397,1
1820,frenchwords,False,Saturday,9,0,12189.4,1254,536019,105,1
1821,frenchwords,False,Tuesday,9,0,13479.2,1254,536019,105,1
1822,frenchwords,False,Monday,9,0,12087.6,1254,536019,105,1
1823,frenchwords,False,Sunday,9,0,10755.6,1254,536019,105,1
1825,frenchwords,False,Saturday,8,0,12189.4,1254,536019,105,1
1826,frenchwords,False,Thursday,8,0,14673.4,1254,536019,105,1
1827,frenchwords,False,Wednesday,8,0,14921.4,1254,536019,105,1
1829,frenchwords,False,Friday,7,0,12549.4,1254,536019,105,1
1830,frenchwords,False,Thursday,7,0,12465.8,1254,536019,105,1
1833,frenchwords,False,Friday,7,0,13683.4,1254,536019,105,1
1834,frenchwords,False,Sunday,7,0,10627.8,1254,536019,105,1
1835,frenchwords,False,Saturday,7,0,12312.6,1254,536019,105,1
1838,local_milk,False,Saturday,9,0,10766.8,2812,770431,1668,1
1839,local_milk,False,Wednesday,9,0,14032.8,2812,770431,1668,1
1842,local_milk,False,Monday,9,0,15966.6,2812,770431,1668,1
1843,local_milk,False,Sunday,9,0,15077.2,2812,770431,1668,1
1844,local_milk,False,Friday,9,0,13724.2,2812,770431,1668,1
1845,local_milk,False,Wednesday,9,0,14032.8,2812,770431,1668,1
1846,local_milk,False,Saturday,9,0,16783.6,2812,770431,1668,1
1847,local_milk,False,Thursday,8,0,12229.6,2812,770431,1668,1
1848,local_milk,False,Monday,8,0,12802.0,2812,770431,1668,1
1849,local_milk,False,Thursday,8,0,12229.6,2812,770431,1668,1
1850,local_milk,False,Saturday,8,0,10766.8,2812,770431,1668,1
1852,local_milk,False,Sunday,7,0,13966.2,2812,770431,1668,1
1855,jasoncharleshill,False,Saturday,10,0,16994.0,1045,396424,423,1
1857,jasoncharleshill,False,Saturday,10,0,21518.4,1045,396424,423,1
1860,jasoncharleshill,False,Sunday,10,0,18217.0,1045,396424,423,1
1861,jasoncharleshill,False,Monday,10,0,20320.4,1045,396424,423,1
1862,jasoncharleshill,False,Thursday,10,0,16724.2,1045,396424,423,1
1863,jasoncharleshill,False,Saturday,10,0,18741.4,1045,396424,423,1
1864,jasoncharleshill,False,Sunday,9,0,21075.0,1045,396424,423,1
1865,jasoncharleshill,False,Monday,9,0,18001.8,1045,396424,423,1
1866,jasoncharleshill,False,Sunday,9,0,18217.0,1045,396424,423,1
1867,jasoncharleshill,False,Friday,9,0,19656.8,1045,396424,423,1
1868,jasoncharleshill,False,Sunday,9,0,18115.8,1045,396424,423,1
1869,jasoncharleshill,True,Wednesday,9,0,17322.8,1045,396424,423,1
1870,belenhostalet,False,Sunday,10,0,15079.2,1580,484893,921,0
1872,belenhostalet,False,Thursday,9,0,14445.6,1580,484893,921,0
1873,belenhostalet,False,Saturday,9,0,14911.2,1580,484893,921,0
1874,belenhostalet,False,Saturday,9,0,14911.2,1580,484893,921,0
1876,belenhostalet,False,Friday,9,0,15583.6,1580,484893,921,0
1877,belenhostalet,False,Thursday,9,0,14445.6,1580,484893,921,0
1879,belenhostalet,False,Friday,9,0,15583.6,1580,484893,921,0
1880,belenhostalet,False,Sunday,9,0,15079.2,1580,484893,921,0
1883,belenhostalet,False,Friday,9,0,15583.6,1580,484893,921,0
1884,belenhostalet,False,Thursday,9,0,14445.6,1580,484893,921,0
1887,zachallia,False,Wednesday,10,0,11000.4,705,430450,238,1
1888,zachallia,False,Friday,9,0,14157.2,705,430450,238,1
1889,zachallia,False,Sunday,9,0,13697.0,705,430450,238,1
1890,zachallia,False,Tuesday,9,0,15306.4,705,430450,238,1
1892,zachallia,False,Sunday,9,0,10415.6,705,430450,238,1
1893,zachallia,False,Wednesday,8,0,14365.4,705,430450,238,1
1895,zachallia,False,Saturday,8,0,10363.8,705,430450,238,1
1896,zachallia,False,Wednesday,8,0,12374.6,705,430450,238,1
1897,zachallia,False,Tuesday,8,0,15645.4,705,430450,238,1
1899,zachallia,False,Sunday,8,0,10379.4,705,430450,238,1
1900,zachallia,False,Thursday,8,0,13528.4,705,430450,238,1
1903,zachallia,False,Friday,7,0,12078.2,705,430450,238,1
1904,nico__riera,False,Tuesday,10,1,15744.4,638,410455,265,1
1905,nico__riera,False,Tuesday,10,4,15485.8,638,410455,265,1
1906,nico__riera,False,Friday,10,2,11844.6,638,410455,265,1
1907,nico__riera,False,Wednesday,10,7,13795.6,638,410455,265,1
1908,nico__riera,False,Tuesday,10,0,14229.8,638,410455,265,1
1909,nico__riera,False,Tuesday,9,3,13355.2,638,410455,265,1
1910,nico__riera,False,Saturday,9,4,13187.4,638,410455,265,1
1914,nico__riera,False,Wednesday,9,1,12038.0,638,410455,265,1
1915,nico__riera,False,Tuesday,8,4,15634.6,638,410455,265,1
1917,nico__riera,False,Saturday,8,3,15751.8,638,410455,265,1
1918,nico__riera,False,Wednesday,8,2,15725.4,638,410455,265,1
1920,nico__riera,False,Wednesday,6,1,17562.4,638,410455,265,1
1922,myoliemyolie,False,Sunday,10,0,14324.0,943,654961,921,0
1923,myoliemyolie,False,Saturday,10,0,11204.4,943,654961,921,0
1924,myoliemyolie,False,Thursday,9,0,9970.0,943,654961,921,0
1925,myoliemyolie,False,Sunday,9,0,14324.0,943,654961,921,0
1926,myoliemyolie,False,Thursday,9,0,9970.0,943,654961,921,0
1927,myoliemyolie,False,Saturday,8,0,11204.4,943,654961,921,0
1928,myoliemyolie,False,Sunday,8,0,14324.0,943,654961,921,0
1929,myoliemyolie,False,Wednesday,8,0,10208.6,943,654961,921,0
1930,myoliemyolie,False,Saturday,8,0,11204.4,943,654961,921,0
1933,myoliemyolie,False,Thursday,7,0,9970.0,943,654961,921,0
1934,myoliemyolie,False,Wednesday,7,0,10208.6,943,654961,921,0
1936,myoliemyolie,False,Wednesday,6,0,10208.6,943,654961,921,0
1938,motiheidari,False,Tuesday,10,0,12065.6,2213,192906,413,1
1939,motiheidari,False,Wednesday,10,0,17449.8,2213,192906,413,1
1940,motiheidari,False,Thursday,10,0,18180.2,2213,192906,413,1
1941,motiheidari,False,Thursday,10,0,18180.2,2213,192906,413,1
1942,motiheidari,False,Tuesday,10,0,12065.6,2213,192906,413,1
1943,motiheidari,True,Tuesday,10,0,12065.6,2213,192906,413,1
1944,motiheidari,False,Wednesday,9,0,17449.8,2213,192906,413,1
1947,motiheidari,False,Wednesday,9,0,17449.8,2213,192906,413,1
1948,motiheidari,False,Tuesday,9,0,12065.6,2213,192906,413,1
1949,motiheidari,True,Wednesday,9,0,17449.8,2213,192906,413,1
1950,motiheidari,False,Monday,8,0,11616.4,2213,192906,413,1
1956,nazlihb,False,Friday,10,0,17260.4,1999,158355,401,1
1957,nazlihb,False,Friday,10,0,18318.4,1999,158355,401,1
1959,nazlihb,False,Friday,10,0,18318.4,1999,158355,401,1
1960,nazlihb,False,Friday,9,0,17260.4,1999,158355,401,1
1964,nazlihb,False,Tuesday,9,0,18330.2,1999,158355,401,1
1966,nazlihb,False,Sunday,9,0,18026.6,1999,158355,401,1
1967,nazlihb,False,Sunday,9,0,18026.6,1999,158355,401,1
1968,nazlihb,True,Sunday,9,0,18026.6,1999,158355,401,1
1971,nazlihb,False,Sunday,8,0,19252.4,1999,158355,401,1
1972,renan_ozturk,False,Saturday,10,0,13226.6,1283,564092,1135,1
1973,renan_ozturk,False,Wednesday,9,0,11757.4,1283,564092,1135,1
1974,renan_ozturk,False,Friday,9,0,12054.4,1283,564092,1135,1
1975,renan_ozturk,False,Sunday,9,0,12669.4,1283,564092,1135,1
1977,renan_ozturk,False,Monday,9,0,12194.6,1283,564092,1135,1
1979,renan_ozturk,True,Sunday,9,0,15779.6,1283,564092,1135,1
1980,renan_ozturk,False,Thursday,9,0,13767.2,1283,564092,1135,1
1982,renan_ozturk,False,Wednesday,9,0,11757.4,1283,564092,1135,1
1983,renan_ozturk,False,Sunday,8,0,11496.2,1283,564092,1135,1
1984,renan_ozturk,False,Saturday,8,0,13072.8,1283,564092,1135,1
1986,renan_ozturk,False,Wednesday,8,0,14685.4,1283,564092,1135,1
1987,renan_ozturk,False,Saturday,7,0,13658.2,1283,564092,1135,1
1990,audiosoup,False,Friday,10,0,16774.0,7265,744881,499,1
1991,audiosoup,False,Saturday,10,0,16097.6,7265,744881,499,1
1994,audiosoup,False,Sunday,9,0,14157.8,7265,744881,499,1
1995,audiosoup,False,Wednesday,9,0,15767.2,7265,744881,499,1
1997,audiosoup,False,Friday,9,0,16809.6,7265,744881,499,1
1998,audiosoup,False,Tuesday,9,0,17239.4,7265,744881,499,1
1999,audiosoup,False,Saturday,9,0,16986.0,7265,744881,499,1
2000,audiosoup,False,Tuesday,9,0,15820.8,7265,744881,499,1
2001,audiosoup,False,Friday,9,0,14718.6,7265,744881,499,1
2003,audiosoup,False,Thursday,9,0,15868.4,7265,744881,499,1
2004,audiosoup,False,Saturday,9,0,13870.2,7265,744881,499,1
2005,audiosoup,False,Monday,8,0,16584.2,7265,744881,499,1
2006,fit_trio,False,Wednesday,10,1,14458.0,378,320093,335,1
2007,fit_trio,False,Friday,10,0,17687.4,378,320093,335,1
2008,fit_trio,False,Saturday,10,0,18577.4,378,320093,335,1
2009,fit_trio,False,Saturday,10,0,18577.4,378,320093,335,1
2010,fit_trio,False,Thursday,9,0,17399.4,378,320093,335,1
2013,fit_trio,False,Sunday,9,0,19343.6,378,320093,335,1
2014,fit_trio,True,Wednesday,9,0,14458.0,378,320093,335,1
2015,fit_trio,True,Tuesday,9,0,14872.6,378,320093,335,1
2016,fit_trio,False,Wednesday,9,0,14458.0,378,320093,335,1
2017,fit_trio,True,Wednesday,9,0,14458.0,378,320093,335,1
2020,fit_trio,False,Sunday,9,0,19343.6,378,320093,335,1
2021,fit_trio,False,Tuesday,9,0,14872.6,378,320093,335,1
2023,natgeoyourshot,False,Friday,10,0,13876.2,1972,551333,228,1
2025,natgeoyourshot,False,Saturday,9,0,13310.0,1972,551333,228,1
2027,natgeoyourshot,False,Thursday,9,0,14202.8,1972,551333,228,1
2028,natgeoyourshot,False,Sunday,9,0,15190.2,1972,551333,228,1
2029,natgeoyourshot,False,Saturday,9,0,13310.0,1972,551333,228,1
2030,natgeoyourshot,False,Saturday,9,0,13310.0,1972,551333,228,1
2032,natgeoyourshot,False,Thursday,9,0,14202.8,1972,551333,228,1
2034,natgeoyourshot,False,Thursday,8,0,14202.8,1972,551333,228,1
2035,natgeoyourshot,False,Sunday,8,0,15190.2,1972,551333,228,1
2037,natgeoyourshot,False,Friday,7,0,13876.2,1972,551333,228,1
2038,natgeoyourshot,False,Sunday,7,0,15190.2,1972,551333,228,1
2039,natgeoyourshot,False,Friday,7,0,13876.2,1972,551333,228,1
2042,rembake,False,Friday,10,0,16481.8,650,355096,212,0
2043,rembake,False,Thursday,9,1,10043.0,650,355096,212,0
2045,rembake,False,Tuesday,9,0,17235.0,650,355096,212,0
2046,rembake,False,Wednesday,9,0,11534.4,650,355096,212,0
2047,rembake,False,Friday,9,0,14636.0,650,355096,212,0
2048,rembake,False,Monday,9,2,17052.4,650,355096,212,0
2049,rembake,False,Saturday,9,2,12206.8,650,355096,212,0
2052,rembake,False,Sunday,8,0,11285.0,650,355096,212,0
2053,rembake,False,Sunday,8,4,13545.4,650,355096,212,0
2054,rembake,False,Wednesday,6,1,15844.2,650,355096,212,0
2055,rembake,False,Wednesday,6,1,11810.2,650,355096,212,0
2056,rembake,False,Saturday,6,0,12206.8,650,355096,212,0
2058,linda_lomelino,False,Tuesday,10,0,16180.0,2882,755393,680,1
2060,linda_lomelino,False,Wednesday,10,0,15849.0,2882,755393,680,1
2062,linda_lomelino,False,Friday,10,0,17358.8,2882,755393,680,1
2063,linda_lomelino,False,Saturday,10,0,15614.2,2882,755393,680,1
2064,linda_lomelino,False,Wednesday,10,0,17862.4,2882,755393,680,1
2066,linda_lomelino,False,Monday,9,0,17079.0,2882,755393,680,1
2067,linda_lomelino,False,Friday,9,0,18301.0,2882,755393,680,1
2069,linda_lomelino,False,Wednesday,9,0,17862.4,2882,755393,680,1
2070,linda_lomelino,False,Sunday,9,0,16715.4,2882,755393,680,1
2071,linda_lomelino,False,Sunday,8,0,15502.8,2882,755393,680,1
2072,linda_lomelino,False,Monday,8,0,17898.0,2882,755393,680,1
2073,linda_lomelino,False,Saturday,7,0,17610.6,2882,755393,680,1
2076,jujujuxiaowen,False,Thursday,9,1,4821.2,1030,361617,1307,0
2078,jujujuxiaowen,False,Monday,8,0,9960.6,1030,361617,1307,0
2079,jujujuxiaowen,True,Sunday,7,0,6473.4,1030,361617,1307,0
2081,jujujuxiaowen,False,Saturday,6,0,5915.4,1030,361617,1307,0
2082,jujujuxiaowen,False,Tuesday,4,0,10618.8,1030,361617,1307,0
2083,jujujuxiaowen,False,Wednesday,4,0,7057.8,1030,361617,1307,0
2084,jujujuxiaowen,True,Sunday,4,0,6336.6,1030,361617,1307,0
2085,jujujuxiaowen,False,Friday,4,0,7393.8,1030,361617,1307,0
2087,jujujuxiaowen,True,Sunday,4,0,6336.6,1030,361617,1307,0
2088,jujujuxiaowen,True,Thursday,4,0,12777.6,1030,361617,1307,0
2089,jujujuxiaowen,False,Wednesday,3,0,7057.8,1030,361617,1307,0
2090,jujujuxiaowen,True,Sunday,3,0,12705.2,1030,361617,1307,0
2091,parisinfourmonths,False,Saturday,10,0,11641.0,3453,973549,374,1
2095,parisinfourmonths,False,Saturday,9,0,11641.0,3453,973549,374,1
2097,parisinfourmonths,False,Sunday,9,0,12630.4,3453,973549,374,1
2098,parisinfourmonths,False,Friday,9,0,15111.8,3453,973549,374,1
2099,parisinfourmonths,False,Saturday,8,0,11641.0,3453,973549,374,1
2100,parisinfourmonths,False,Sunday,8,0,12630.4,3453,973549,374,1
2103,parisinfourmonths,False,Friday,8,0,15111.8,3453,973549,374,1
2104,parisinfourmonths,False,Sunday,7,0,12630.4,3453,973549,374,1
2105,parisinfourmonths,False,Sunday,6,0,12630.4,3453,973549,374,1
2106,parisinfourmonths,False,Friday,5,0,15111.8,3453,973549,374,1
2107,parisinfourmonths,False,Saturday,5,0,11641.0,3453,973549,374,1
2108,daviddoubilet,True,Friday,10,2,14539.2,183,428282,126,1
2109,daviddoubilet,False,Thursday,9,4,9465.2,183,428282,126,1
2110,daviddoubilet,False,Wednesday,9,0,10990.2,183,428282,126,1
2111,daviddoubilet,True,Thursday,9,0,13221.6,183,428282,126,1
2112,daviddoubilet,False,Tuesday,9,2,14091.0,183,428282,126,1
2114,daviddoubilet,True,Friday,9,0,14807.8,183,428282,126,1
2115,daviddoubilet,True,Thursday,9,0,13221.6,183,428282,126,1
2116,daviddoubilet,False,Wednesday,9,0,10990.2,183,428282,126,1
2120,daviddoubilet,False,Monday,8,4,9472.0,183,428282,126,1
2121,daviddoubilet,False,Sunday,8,2,9771.6,183,428282,126,1
2123,daviddoubilet,False,Monday,7,3,10318.2,183,428282,126,1
2124,daviddoubilet,False,Monday,7,1,11248.8,183,428282,126,1
2125,owright,False,Sunday,10,0,14682.0,881,331726,643,1
2129,owright,False,Friday,9,0,14050.8,881,331726,643,1
2131,owright,False,Thursday,9,0,14340.8,881,331726,643,1
2132,owright,False,Wednesday,9,0,10223.8,881,331726,643,1
2133,owright,False,Friday,8,0,9675.8,881,331726,643,1
2134,owright,False,Wednesday,8,0,15230.6,881,331726,643,1
2135,owright,False,Thursday,8,0,10363.8,881,331726,643,1
2136,owright,False,Sunday,8,0,10602.0,881,331726,643,1
2137,owright,False,Sunday,8,0,11290.0,881,331726,643,1
2138,owright,False,Saturday,8,0,11231.0,881,331726,643,1
2139,owright,False,Wednesday,7,0,16061.8,881,331726,643,1
2141,owright,False,Friday,7,0,14146.0,881,331726,643,1
2143,mevy,False,Thursday,10,0,13269.0,2116,462670,319,1
2144,mevy,False,Thursday,10,0,10762.4,2116,462670,319,1
2145,mevy,False,Friday,10,0,12194.6,2116,462670,319,1
2146,mevy,False,Wednesday,9,0,9395.8,2116,462670,319,1
2147,mevy,False,Sunday,9,0,16052.6,2116,462670,319,1
2149,mevy,False,Saturday,9,0,14781.0,2116,462670,319,1
2151,mevy,False,Saturday,8,0,13579.8,2116,462670,319,1
2153,mevy,False,Friday,8,0,14839.2,2116,462670,319,1
2154,mevy,False,Friday,8,0,12194.6,2116,462670,319,1
2155,mevy,False,Tuesday,8,0,11341.4,2116,462670,319,1
2156,mevy,False,Sunday,8,0,11632.4,2116,462670,319,1
2157,mevy,False,Monday,6,0,11123.0,2116,462670,319,1
2159,jonesmarcia,False,Thursday,10,0,8640.8,3271,324646,650,1
2161,jonesmarcia,False,Thursday,8,0,8105.4,3271,324646,650,1
2162,jonesmarcia,False,Thursday,8,0,9343.4,3271,324646,650,1
2163,jonesmarcia,False,Wednesday,8,0,9409.6,3271,324646,650,1
2165,jonesmarcia,False,Tuesday,7,0,10322.4,3271,324646,650,1
2166,jonesmarcia,False,Monday,7,0,11478.2,3271,324646,650,1
2169,jonesmarcia,False,Thursday,7,0,8105.4,3271,324646,650,1
2170,jonesmarcia,False,Thursday,7,0,9887.4,3271,324646,650,1
2171,jonesmarcia,False,Friday,7,0,9540.4,3271,324646,650,1
2172,jonesmarcia,False,Sunday,6,0,7147.2,3271,324646,650,1
2173,jonesmarcia,False,Wednesday,5,0,9827.4,3271,324646,650,1
2174,jonesmarcia,False,Sunday,5,0,10809.4,3271,324646,650,1
2177,symphanisoto,False,Thursday,10,0,11907.0,340,182807,766,1
2178,symphanisoto,False,Tuesday,9,0,11843.8,340,182807,766,1
2180,symphanisoto,False,Wednesday,9,0,9754.0,340,182807,766,1
2182,symphanisoto,True,Tuesday,8,0,9945.2,340,182807,766,1
2183,symphanisoto,False,Saturday,8,0,6964.2,340,182807,766,1
2184,symphanisoto,False,Wednesday,8,0,9754.0,340,182807,766,1
2185,symphanisoto,False,Tuesday,8,0,11843.8,340,182807,766,1
2186,symphanisoto,False,Tuesday,7,0,9945.2,340,182807,766,1
2187,symphanisoto,True,Wednesday,7,0,9143.6,340,182807,766,1
2190,symphanisoto,False,Saturday,5,0,13144.0,340,182807,766,1
2192,symphanisoto,False,Saturday,4,0,13144.0,340,182807,766,1
2194,the_salty_blonde,False,Tuesday,10,0,10286.8,2031,407329,611,0
2195,the_salty_blonde,False,Sunday,10,0,13930.4,2031,407329,611,0
2196,the_salty_blonde,False,Thursday,9,0,13081.6,2031,407329,611,0
2197,the_salty_blonde,False,Saturday,9,0,11320.4,2031,407329,611,0
2198,the_salty_blonde,False,Tuesday,9,0,10286.8,2031,407329,611,0
2199,the_salty_blonde,False,Friday,9,0,12455.4,2031,407329,611,0
2200,the_salty_blonde,False,Saturday,9,0,11320.4,2031,407329,611,0
2201,the_salty_blonde,False,Sunday,9,0,11595.2,2031,407329,611,0
2204,the_salty_blonde,False,Wednesday,8,0,14027.8,2031,407329,611,0
2205,the_salty_blonde,False,Monday,8,0,9752.2,2031,407329,611,0
2207,the_salty_blonde,False,Wednesday,7,0,14027.8,2031,407329,611,0
2209,the_salty_blonde,False,Thursday,5,0,13081.6,2031,407329,611,0
2212,lizaonair,False,Wednesday,9,1,11430.6,1618,186197,185,1
2213,lizaonair,False,Thursday,9,1,13524.2,1618,186197,185,1
2214,lizaonair,False,Thursday,9,0,11013.8,1618,186197,185,1
2215,lizaonair,False,Saturday,9,1,12775.6,1618,186197,185,1
2216,lizaonair,False,Sunday,9,0,11055.8,1618,186197,185,1
2217,lizaonair,False,Friday,9,2,12572.6,1618,186197,185,1
2218,lizaonair,False,Friday,9,1,12556.2,1618,186197,185,1
2219,lizaonair,False,Saturday,8,1,12775.6,1618,186197,185,1
2222,lizaonair,False,Wednesday,8,0,13702.4,1618,186197,185,1
2223,lizaonair,False,Sunday,7,1,13774.8,1618,186197,185,1
2224,lizaonair,False,Friday,7,0,12556.2,1618,186197,185,1
2225,lizaonair,False,Wednesday,7,0,11430.6,1618,186197,185,1
2227,chaileeson,False,Thursday,10,0,13839.6,878,538428,146,1
2228,chaileeson,False,Saturday,10,0,16034.8,878,538428,146,1
2230,chaileeson,False,Tuesday,9,0,11501.4,878,538428,146,1
2232,chaileeson,False,Wednesday,9,0,13491.2,878,538428,146,1
2233,chaileeson,False,Friday,9,0,15756.0,878,538428,146,1
2234,chaileeson,False,Tuesday,9,0,11501.4,878,538428,146,1
2235,chaileeson,False,Sunday,9,0,12089.0,878,538428,146,1
2236,chaileeson,False,Monday,9,0,12127.0,878,538428,146,1
2238,chaileeson,False,Monday,8,0,12127.0,878,538428,146,1
2239,chaileeson,False,Saturday,8,0,13120.6,878,538428,146,1
2241,chaileeson,False,Saturday,8,0,13120.6,878,538428,146,1
2243,chaileeson,False,Saturday,6,0,16034.8,878,538428,146,1
2244,butusofa,False,Tuesday,10,0,16357.0,800,357486,654,1
2248,butusofa,False,Thursday,9,0,15023.2,800,357486,654,1
2249,butusofa,False,Thursday,9,0,15023.2,800,357486,654,1
2250,butusofa,False,Friday,9,0,16158.8,800,357486,654,1
2251,butusofa,False,Sunday,9,0,16256.4,800,357486,654,1
2254,butusofa,False,Sunday,9,0,17030.0,800,357486,654,1
2255,butusofa,False,Sunday,9,0,16256.4,800,357486,654,1
2256,butusofa,False,Wednesday,9,0,16687.6,800,357486,654,1
2257,butusofa,False,Monday,9,0,16904.6,800,357486,654,1
2259,butusofa,False,Wednesday,9,0,16687.6,800,357486,654,1
2261,noel.alva,False,Saturday,10,0,17654.6,93,255323,90,1
2263,noel.alva,False,Thursday,10,0,18448.0,93,255323,90,1
2265,noel.alva,False,Tuesday,9,0,17295.4,93,255323,90,1
2267,noel.alva,False,Thursday,9,0,16705.4,93,255323,90,1
2268,noel.alva,False,Monday,9,0,17924.0,93,255323,90,1
2269,noel.alva,False,Tuesday,9,0,16840.6,93,255323,90,1
2270,noel.alva,False,Saturday,9,0,17343.8,93,255323,90,1
2272,noel.alva,False,Saturday,9,0,18183.4,93,255323,90,1
2273,noel.alva,False,Wednesday,9,0,17286.2,93,255323,90,1
2274,noel.alva,False,Monday,9,0,18537.2,93,255323,90,1
2275,noel.alva,False,Wednesday,9,0,18793.8,93,255323,90,1
2276,noel.alva,False,Monday,9,0,17048.4,93,255323,90,1
2278,sagegoldnik,True,Tuesday,10,0,13551.2,467,403505,43,1
2280,sagegoldnik,False,Monday,9,0,12417.8,467,403505,43,1
2281,sagegoldnik,False,Friday,9,0,15199.0,467,403505,43,1
2282,sagegoldnik,False,Monday,9,0,11625.6,467,403505,43,1
2283,sagegoldnik,False,Sunday,9,0,14564.0,467,403505,43,1
2285,sagegoldnik,False,Friday,9,0,15199.0,467,403505,43,1
2286,sagegoldnik,False,Thursday,9,0,15092.4,467,403505,43,1
2287,sagegoldnik,False,Tuesday,9,0,13303.8,467,403505,43,1
2288,sagegoldnik,False,Friday,9,0,11859.4,467,403505,43,1
2289,sagegoldnik,False,Thursday,9,0,13630.6,467,403505,43,1
2293,sagegoldnik,False,Saturday,8,0,15818.4,467,403505,43,1
2294,sagegoldnik,False,Sunday,8,0,11664.4,467,403505,43,1
2296,xiaxue,False,Monday,10,0,10530.8,3680,611051,846,1
2297,xiaxue,False,Friday,9,0,11472.2,3680,611051,846,1
2298,xiaxue,False,Tuesday,9,0,8752.2,3680,611051,846,1
2299,xiaxue,False,Saturday,8,0,7549.4,3680,611051,846,1
2300,xiaxue,False,Tuesday,7,0,8752.2,3680,611051,846,1
2301,xiaxue,False,Wednesday,7,0,12466.8,3680,611051,846,1
2302,xiaxue,False,Thursday,6,1,4627.4,3680,611051,846,1
2303,xiaxue,False,Sunday,6,0,13468.2,3680,611051,846,1
2306,xiaxue,False,Monday,5,0,10415.0,3680,611051,846,1
2307,xiaxue,True,Wednesday,5,0,7672.0,3680,611051,846,1
2309,xiaxue,False,Tuesday,4,0,8255.4,3680,611051,846,1
2310,xiaxue,False,Sunday,4,0,12163.6,3680,611051,846,1
2312,alessioalbi,False,Friday,10,0,9508.6,1530,237945,498,1
2313,alessioalbi,False,Saturday,9,0,11403.6,1530,237945,498,1
2314,alessioalbi,False,Wednesday,9,0,13818.2,1530,237945,498,1
2315,alessioalbi,False,Tuesday,9,0,12656.2,1530,237945,498,1
2316,alessioalbi,False,Friday,9,0,15136.2,1530,237945,498,1
